,slug,#,name,symbol,marketcap,price,totalsupply,volume,change1h,change24h,change7d,more-options
584,ip-exchange,"
585
",IPSX,IPSX,6049294.53775,0.00753896,802404381.738,755903.0,0.43%,-4.70%,-30.07%,Add to Watchlist
585,gladius-token,"
586
",GLA,GLA,6023926.15654,0.437523,13768250.2555,6084.02,0.27%,-2.20%,-22.56%,Add to Watchlist
586,alis,"
587
",ALIS,ALIS,5999301.55776,0.1546,38805314.0864,8573.31,-0.48%,-6.77%,-25.06%,Add to Watchlist
587,insights-network,"
588
",INSTAR,INSTAR,5974139.03321,0.0468939,127396932.932,1389280.0,-0.57%,-18.63%,-48.53%,Add to Watchlist
588,connectjob,"
589
",CJT,CJT,5940359.33613,0.0526442,112839768.41,48501.1,0.04%,-12.93%,-27.38%,Add to Watchlist
589,dero,"
590
",DERO,DERO,5931572.71193,2.50273,2370041.0,26032.5,4.15%,3.40%,-45.96%,Add to Watchlist
590,adshares,"
591
",ADST,ADST,5924715.02288,0.305727,19379103.0,29426.7,0.01%,-14.72%,11.83%,Add to Watchlist
591,bitcrystals,"
592
",BCY,BCY,5889756.73816,0.25413,23176156.8416,18118.1,0.51%,-4.97%,-21.78%,Add to Watchlist
592,sphere,"
593
",SPHR,SPHR,5887830.16857,1.90981,3082940.27603,7572.59,-0.33%,-3.27%,-27.09%,Add to Watchlist
593,sportyco,"
594
",SPF,SPF,5831812.08539,0.110425,52812425.4959,591250.0,-0.37%,-7.65%,-29.22%,Add to Watchlist
594,worldcore,"
595
",WRC,WRC,5817638.72975,0.0332229,175109299.0,120047.0,-0.32%,1.52%,-25.49%,Add to Watchlist
595,zippie,"
596
",ZIPT,ZIPT,5793092.61202,0.0400338,144705039.542,13614.3,0.04%,-10.93%,-49.25%,Add to Watchlist
596,ink-protocol,"
597
",XNK,XNK,5739447.61537,0.0332227,172756808.308,89050.5,-0.07%,-0.81%,-33.25%,Add to Watchlist
597,obits,"
598
",OBITS,OBITS,5683876.40829,0.362617,15674599.9451,1159.07,-0.09%,5.77%,-14.42%,Add to Watchlist
598,investfeed,"
599
",IFT,IFT,5683353.4985,0.0296965,191381257.0,8833.37,-0.93%,-10.46%,-32.24%,Add to Watchlist
599,airtoken,"
600
",AIR,AIR,5679807.0,0.00540934,1050000000.0,74256.8,-1.03%,-8.26%,-15.63%,Add to Watchlist
600,syndicate,"
601
",SYNX,SYNX,5669784.08355,0.290287,19531650.0,158210.0,-0.01%,-5.35%,-23.18%,Add to Watchlist
601,fedoracoin,"
602
",TIPS,TIPS,5597259.17369,2.63686e-05,212269865434.0,95491.5,-4.22%,-13.25%,-39.64%,Add to Watchlist
602,block-array,"
603
",ARY,ARY,5597148.52815,0.0817929,68430738.22,26260.6,-0.44%,-9.87%,-41.15%,Add to Watchlist
603,auctus,"
604
",AUC,AUC,5542826.11569,0.334688,16561173.737,9698.27,-0.30%,-5.72%,-36.88%,Add to Watchlist
604,global-currency-reserve,"
605
",GCR,GCR,5518548.16605,0.0529767,104169345.506,11380.6,0.71%,-8.03%,-13.61%,Add to Watchlist
605,target-coin,"
606
",TGT,TGT,5514378.5887,0.0057898,952429892.0,609.522,0.05%,12.85%,-20.17%,Add to Watchlist
606,waves-community-token,"
607
",WCT,WCT,5484993.12068,0.550172,"
9,969,597
*
",41348.0,0.78%,-2.37%,-36.51%,Add to Watchlist
607,signal-token,"
608
",SIG,SIG,5424770.90277,0.0195163,277961032.715,9299.83,2.56%,-1.98%,-17.15%,Add to Watchlist
608,mintcoin,"
609
",MINT,MINT,5416574.21389,0.000217121,24947260808.0,5814.03,0.03%,-16.93%,-31.03%,Add to Watchlist
609,eroscoin,"
610
",ERO,ERO,5406052.056,0.028949,186744000.0,13276.2,0.03%,0.97%,-16.16%,Add to Watchlist
610,auroracoin,"
611
",AUR,AUR,5356297.16949,0.618643,8658139.13597,10175.5,5.60%,-1.82%,-30.82%,Add to Watchlist
611,circuits-of-value,"
612
",COVAL,COVAL,5355570.0,0.00535557,1000000000.0,29434.9,1.86%,-2.86%,-25.91%,Add to Watchlist
612,pandacoin-pnd,"
613
",PND,PND,5354003.76114,0.000164663,32514916897.8,1252.48,4.19%,-9.00%,-16.00%,Add to Watchlist
613,jet8,"
614
",J8T,J8T,5348762.12487,0.016029,333692814.578,31194.3,-0.01%,0.64%,-39.06%,Add to Watchlist
614,sequence,"
615
",SEQ,SEQ,5330370.83702,0.116737,45661365.6083,3271.28,0.05%,-3.53%,-24.71%,Add to Watchlist
615,fundrequest,"
616
",FND,FND,5283594.66833,0.171292,30845542.5141,8006.09,-5.85%,-12.77%,-29.29%,Add to Watchlist
616,payfair,"
617
",PFR,PFR,5279069.8365,0.0593156,88999687.0385,24372.2,0.81%,-11.52%,-35.78%,Add to Watchlist
617,get-protocol,"
618
",GET,GET,5242072.94212,0.504803,10384393.4012,60345.1,0.29%,0.20%,-22.45%,Add to Watchlist
618,sumokoin,"
619
",SUMO,SUMO,5204265.75166,1.16455,4468907.09,51272.7,-0.70%,-8.35%,-31.89%,Add to Watchlist
619,transfercoin,"
620
",TX,TX,5161454.47529,0.796253,6482179.0,58529.3,0.05%,-4.81%,-26.00%,Add to Watchlist
620,trueflip,"
621
",TFL,TFL,5126282.39859,0.820564,6247267.0,213669.0,0.17%,-3.94%,-20.19%,Add to Watchlist
621,publica,"
622
",PBL,PBL,5111960.31849,0.275089,18582932.5,9842.42,-0.84%,-8.23%,-27.86%,Add to Watchlist
622,canyacoin,"
623
",CAN,CAN,5053219.83555,0.12139,41627974.5906,40191.7,0.32%,-12.43%,-30.97%,Add to Watchlist
623,opus,"
624
",OPT,OPT,5044664.77523,0.0360126,140080548.898,9966.6,0.04%,-7.34%,-8.92%,Add to Watchlist
624,korecoin,"
625
",KORE,KORE,5042328.55761,2.49316,2022464.88697,31087.7,4.11%,0.48%,-27.70%,Add to Watchlist
625,mktcoin,"
626
",MLM,MLM,5015976.10078,0.00444991,1127208438.1,63072.1,-11.35%,-27.11%,-30.22%,Add to Watchlist
626,travelflex,"
627
",TRF,TRF,4967188.02213,0.0630459,78786852.4699,11992.3,0.05%,-15.01%,-16.15%,Add to Watchlist
627,global-cryptocurrency,"
628
",GCC,GCC,4960408.42038,0.00550539,901009450.808,81514.9,-0.04%,-14.24%,-54.97%,Add to Watchlist
628,biocoin,"
629
",BIO,BIO,4947745.58982,0.00793719,623362372.555,14460.5,2.03%,7.09%,-15.42%,Add to Watchlist
629,universal-currency,"
630
",UNIT,UNIT,4926621.52035,0.353078,13953351.725,87169.6,0.20%,1.75%,-6.45%,Add to Watchlist
630,monacocoin,"
631
",XMCC,XMCC,4917037.63103,0.832499,5906358.60347,82574.6,-1.23%,-5.17%,-11.10%,Add to Watchlist
631,clearpoll,"
632
",POLL,POLL,4875234.73183,0.696463,6999991.0,34713.9,5.02%,3.63%,-14.61%,Add to Watchlist
632,artbyte,"
633
",ABY,ABY,4853220.73096,0.00612365,792537250.0,11167.4,1.67%,-2.23%,-21.17%,Add to Watchlist
633,real,"
634
",REAL,REAL,4836948.53517,0.48101,10055817.0,5308.86,0.03%,5.20%,27.17%,Add to Watchlist
634,gobyte,"
635
",GBX,GBX,4828837.61773,3.01159,1603418.00103,102777.0,0.32%,-14.16%,-46.65%,Add to Watchlist
635,dotcoin,"
636
",DOT,DOT,4805524.27365,0.0159226,301805250.0,178338.0,-2.79%,13.28%,-9.30%,Add to Watchlist
636,adhive,"
637
",ADH,ADH,4803958.80132,0.045526,105521214.28,670978.0,-0.36%,-12.11%,-30.15%,Add to Watchlist
637,bitstation,"
638
",BSTN,BSTN,4794105.18791,0.0017903,2677822257.67,1143320.0,-0.65%,11.34%,-23.03%,Add to Watchlist
638,commerceblock,"
639
",CBT,CBT,4730548.57754,0.0273037,173256686.0,19615.2,0.03%,-7.84%,-34.44%,Add to Watchlist
639,hoqu,"
640
",HQX,HQX,4658753.15226,0.0308285,151118385.658,336756.0,0.34%,5.56%,-23.19%,Add to Watchlist
640,internet-of-people,"
641
",IOP,IOP,4634826.97801,1.31453,3525843.44063,719544.0,-0.20%,-5.49%,-19.20%,Add to Watchlist
641,viuly,"
642
",VIU,VIU,4630212.24962,0.00656444,705347638.126,314343.0,-0.19%,-5.31%,-32.79%,Add to Watchlist
642,tokes,"
643
",TKS,TKS,4618891.66157,1.37913,3349134.35396,8285.21,0.45%,-3.40%,-23.80%,Add to Watchlist
643,b2bx,"
644
",B2B,B2B,4590115.75969,0.281246,16320643.7058,147133.0,-40.43%,-39.46%,-50.48%,Add to Watchlist
644,dao-casino,"
645
",BET,BET,4566443.22353,0.0272997,167270820.688,272171.0,4.05%,-14.38%,-34.46%,Add to Watchlist
645,bitdice,"
646
",CSNO,CSNO,4559471.0,0.0651353,70000000.0,6081.1,0.05%,8.45%,-18.55%,Add to Watchlist
646,geocoin,"
647
",GEO,GEO,4556462.44009,1.43712,3170551.1301,7278.21,-0.22%,-3.50%,-19.36%,Add to Watchlist
647,breakout-stake,"
648
",BRX,BRX,4522828.9448,0.721565,6268082.49403,2117.24,0.62%,-3.41%,-30.70%,Add to Watchlist
648,haven-protocol,"
649
",XHV,XHV,4501293.07234,1.78118,2527141.03703,36989.5,-0.03%,-7.32%,-33.01%,Add to Watchlist
649,zeitcoin,"
650
",ZEIT,ZEIT,4486677.26142,0.000121356,36971202589.2,2578.28,0.56%,40.74%,-0.41%,Add to Watchlist
650,europecoin,"
651
",ERC,ERC,4429339.7845,0.439808,10071075.9797,3608.52,0.05%,-3.52%,-18.45%,Add to Watchlist
651,vice-industry-token,"
652
",VIT,VIT,4418123.12823,0.0191468,230749949.247,38594.8,-0.59%,-17.16%,25.26%,Add to Watchlist
652,sether,"
653
",SETH,SETH,4321030.88136,0.249843,17294984.7759,159665.0,0.13%,3.98%,-14.70%,Add to Watchlist
653,pure,"
654
",PURE,PURE,4292719.52123,0.320704,13385300.842,116369.0,-0.05%,-0.50%,-55.14%,Add to Watchlist
654,b3coin,"
655
",KB3,KB3,4250646.58276,0.00584896,726735450.876,2329.17,0.57%,5.62%,-9.05%,Add to Watchlist
655,hyperstake,"
656
",HYP,HYP,4194480.53004,0.00339818,1234331474.51,2254.32,0.02%,-0.78%,-20.26%,Add to Watchlist
656,dether,"
657
",DTH,DTH,4177877.75,0.0576259,72500000.0,33763.8,0.01%,-8.57%,-28.52%,Add to Watchlist
657,atlant,"
658
",ATL,ATL,4172879.88062,0.111123,37551900.8722,4264.25,-0.01%,1.85%,-27.29%,Add to Watchlist
658,bitmark,"
659
",BTM,BTM,4103886.37332,0.473476,8667570.0,186761.0,0.03%,-5.78%,-20.68%,Add to Watchlist
659,colu-local-network,"
660
",CLN,CLN,4062827.51105,0.0489872,82936512.2124,130833.0,0.02%,-5.56%,-24.98%,Add to Watchlist
660,qwark,"
661
",QWARK,QWARK,4054591.98955,0.0721593,56189458.4559,8567.22,0.12%,-2.99%,-16.95%,Add to Watchlist
661,hellogold,"
662
",HGT,HGT,4040396.41048,0.0153607,263034654.051,1273.51,-2.67%,-15.41%,-35.52%,Add to Watchlist
662,interstellar-holdings,"
663
",HOLD,HOLD,4018916.98304,0.00837731,479738362.677,83911.9,0.15%,-20.70%,33.88%,Add to Watchlist
663,2give,"
664
",2GIVE,2GIVE,3997785.70464,0.00769744,519365620.861,7536.01,0.55%,-2.76%,-17.73%,Add to Watchlist
664,crave,"
665
",CRAVE,CRAVE,3953177.84407,0.257257,15366648.3091,4680.22,-0.80%,-5.28%,11.52%,Add to Watchlist
665,pesetacoin,"
666
",PTC,PTC,3948613.52767,0.0294378,134134124.414,7901.03,0.02%,-1.14%,-22.48%,Add to Watchlist
666,open-trading-network,"
667
",OTN,OTN,3947076.43183,2.05002,1925384.35324,31916.7,0.00%,-1.67%,-22.04%,Add to Watchlist
667,aditus,"
668
",ADI,ADI,3901785.70376,0.0166664,234110888.0,469536.0,-10.52%,-18.61%,-64.32%,Add to Watchlist
668,nullex,"
669
",NLX,NLX,3889625.12301,0.0960946,"
40,477,042
",33913.5,-0.33%,-14.08%,-7.99%,Add to Watchlist
669,bitcoin-plus,"
670
",XBC,XBC,3847081.16473,34.9369,110115.126549,147734.0,0.08%,-5.24%,-30.20%,Add to Watchlist
670,amlt,"
671
",AMLT,AMLT,3804699.84613,0.0454673,83679916.0305,99123.1,1.00%,-14.13%,-26.66%,Add to Watchlist
671,vtorrent,"
672
",VTR,VTR,3781721.8064,0.325894,11604146.7667,1738.54,0.05%,-2.37%,-22.07%,Add to Watchlist
672,karbo,"
673
",KRB,KRB,3764269.69543,0.634245,5935040.39516,30906.2,-0.50%,-0.83%,16.78%,Add to Watchlist
673,peculium,"
674
",PCL,PCL,3730506.29453,0.00378817,984777952.028,32202.3,-0.16%,-7.43%,-29.29%,Add to Watchlist
674,photon,"
675
",PHO,PHO,3727838.04227,0.000161739,23048479601.5,145627.0,-8.57%,-3.45%,333.32%,Add to Watchlist
675,spectre-utility,"
676
",SXUT,SXUT,3702589.52925,0.150944,24529557.5131,448868.0,0.89%,-13.13%,-36.74%,Add to Watchlist
676,exclusivecoin,"
677
",EXCL,EXCL,3669581.71506,0.797744,4599949.0,14086.8,-2.05%,-3.51%,-23.52%,Add to Watchlist
677,starta,"
678
",STA,STA,3660291.9663,0.7039,"
5,200,017
*
",2015.93,0.18%,18.21%,6.32%,Add to Watchlist
678,memetic,"
679
",MEME,MEME,3656990.28808,0.163217,22405694.7995,34009.9,-0.18%,-4.04%,-27.36%,Add to Watchlist
679,internxt,"
680
",INXT,INXT,3596833.39725,5.7128,629609.543,33859.0,0.09%,-6.18%,-27.14%,Add to Watchlist
680,voisecom,"
681
",VOISE,VOISE,3549250.1306,0.006835,519275805.5,44179.8,-2.30%,-7.52%,-24.25%,Add to Watchlist
681,spreadcoin,"
682
",SPR,SPR,3545148.02404,0.351257,10092746.9745,33558.1,1.39%,-0.19%,2.40%,Add to Watchlist
682,nubits,"
683
",USNBT,USNBT,3516531.13098,0.341978,10282916.2431,84592.8,0.22%,-6.04%,-21.75%,Add to Watchlist
683,neutron,"
684
",NTRN,NTRN,3515674.09046,0.0978536,35927897.2921,2736.95,-0.75%,-7.99%,-18.10%,Add to Watchlist
684,latiumx,"
685
",LATX,LATX,3506970.3192,0.0430613,81441348.0132,184251.0,-1.86%,-11.98%,86.41%,Add to Watchlist
685,dopecoin,"
686
",DOPE,DOPE,3500087.12022,0.0299549,116845228.0,6000.32,-1.88%,-5.38%,-24.32%,Add to Watchlist
686,cryptopay,"
687
",CPAY,CPAY,3495743.49816,0.0517857,67504031.0,949.72,-0.03%,-18.22%,-26.63%,Add to Watchlist
687,bitcoinz,"
688
",BTCZ,BTCZ,3460027.81126,0.00187939,1841037683.11,66678.9,0.03%,-1.57%,-27.54%,Add to Watchlist
688,bunnycoin,"
689
",BUN,BUN,3421062.65898,3.32024e-05,103036607564.0,2426.56,2.88%,-0.76%,-48.31%,Add to Watchlist
689,monkey-project,"
690
",MONK,MONK,3391249.52413,2.9672,1142912.34974,24211.2,0.61%,-2.98%,-5.84%,Add to Watchlist
690,maxcoin,"
691
",MAX,MAX,3360833.6057,0.0546959,61445805.0,2023.57,-6.43%,-8.53%,-11.94%,Add to Watchlist
691,denarius-dnr,"
692
",DNR,DNR,3356741.51951,1.15764,2899641.96081,12396.9,0.04%,-7.97%,-18.88%,Add to Watchlist
692,herocoin,"
693
",PLAY,PLAY,3297485.72363,0.0276972,119054840.332,114817.0,-0.30%,-6.04%,-27.68%,Add to Watchlist
693,gatcoin,"
694
",GAT,GAT,3270866.51433,0.00617306,529861448.67,10886.8,0.01%,-7.68%,-36.35%,Add to Watchlist
694,blockcat,"
695
",CAT,CAT,3249714.27451,0.44153,7360121.11185,6487.1,-0.01%,4.27%,-24.86%,Add to Watchlist
695,sharechain,"
696
",SSS,SSS,3226642.19267,0.00137654,2344023561.01,24712.3,-0.03%,10.66%,-6.70%,Add to Watchlist
696,veriumreserve,"
697
",VRM,VRM,3220007.83784,1.96772,1636415.6678,4837.23,-0.58%,-6.24%,-23.88%,Add to Watchlist
697,hade-platform,"
698
",HADE,HADE,3209553.0198,0.0640028,50147072.0,12087.4,0.04%,5.19%,-1.79%,Add to Watchlist
698,anoncoin,"
699
",ANC,ANC,3207301.7732,1.51982,2110316.862,1947.75,0.03%,-1.72%,-41.85%,Add to Watchlist
699,fidentiax,"
700
",FDX,FDX,3196063.5,0.0304387,105000000.0,62857.9,-2.21%,-7.61%,-45.98%,Add to Watchlist
700,hush,"
701
",HUSH,HUSH,3186684.74801,0.806253,3952462.5,17553.0,1.38%,-5.91%,-20.17%,Add to Watchlist
701,galactrum,"
702
",ORE,ORE,3179439.98731,2.31623,1372678.87356,51135.6,0.08%,-6.65%,-19.81%,Add to Watchlist
702,altcoin-alt,"
703
",ALT,ALT,3169669.1839,25.733,123175.268484,10924.0,0.04%,4.51%,9.05%,Add to Watchlist
703,mywish,"
704
",WISH,WISH,3164649.83933,0.168107,18825211.5577,13090.2,-2.81%,-13.14%,-34.64%,Add to Watchlist
704,goodomy,"
705
",GOOD,GOOD,3128239.15513,0.00504141,620508777.333,674.087,-0.04%,-0.16%,-43.70%,Add to Watchlist
705,parkgene,"
706
",GENE,GENE,3118046.7184,0.0111454,279760862.634,41348.4,0.05%,-1.92%,-23.89%,Add to Watchlist
706,eboostcoin,"
707
",EBST,EBST,3097960.0,0.154898,20000000.0,39026.0,-0.75%,-0.75%,-27.06%,Add to Watchlist
707,iungo,"
708
",ING,ING,3077596.0,0.0769399,40000000.0,39628.0,-0.16%,3.34%,-18.62%,Add to Watchlist
708,clearcoin,"
709
",CLR,CLR,3040393.2,0.00326924,930000000.0,25779.7,-0.23%,-33.17%,-58.39%,Add to Watchlist
709,locicoin,"
710
",LOCI,LOCI,3031481.52467,0.0830131,36518110.0895,12610.7,-0.09%,-15.96%,-29.41%,Add to Watchlist
710,copytrack,"
711
",CPY,CPY,2978648.61811,0.133315,22342936.7896,11144.7,-0.01%,13.88%,-20.19%,Add to Watchlist
711,sharpe-platform-token,"
712
",SHP,SHP,2951251.1734,0.176932,16680143.6337,3316.2,-0.03%,-10.66%,-20.85%,Add to Watchlist
712,fabric-token,"
713
",FT,FT,2941273.3731,0.119595,24593614.8928,485234.0,-3.27%,7.40%,?,Add to Watchlist
713,riecoin,"
714
",RIC,RIC,2930538.0305,0.0678131,43214924.9998,9204.73,0.74%,-3.23%,-21.66%,Add to Watchlist
714,terracoin,"
715
",TRC,TRC,2905875.70233,0.126777,22921158.4304,6749.21,-0.15%,-1.87%,-18.54%,Add to Watchlist
715,bitcloud,"
716
",BTDX,BTDX,2887309.90707,0.125769,22957246.2775,5558.82,2.57%,-1.02%,-31.14%,Add to Watchlist
716,buzzcoin,"
717
",BUZZ,BUZZ,2849605.04226,0.000144711,19691696154.8,7436.38,0.07%,-1.32%,-15.41%,Add to Watchlist
717,starbase,"
718
",STAR,STAR,2810268.75,0.0149881,187500000.0,1158.27,-0.70%,-18.64%,-28.77%,Add to Watchlist
718,privatix,"
719
",PRIX,PRIX,2806056.70964,2.37265,1182667.7806,3530.34,1.90%,-2.60%,-25.99%,Add to Watchlist
719,zephyr,"
720
",ZEPH,ZEPH,2793890.51829,0.0221754,125990535.381,974.086,3.00%,1.26%,-32.94%,Add to Watchlist
720,quark,"
721
",QRK,QRK,2790532.53624,0.0109283,255349188.459,622.335,-6.08%,-6.81%,-39.62%,Add to Watchlist
721,education-ecosystem,"
722
",LEDU,LEDU,2789038.68237,0.0128061,217789856.582,310054.0,0.30%,-7.16%,-36.38%,Add to Watchlist
722,blockpool,"
723
",BPL,BPL,2782790.23161,0.124823,22293890.0011,4123.0,0.05%,-16.47%,-28.45%,Add to Watchlist
723,reftoken,"
724
",REF,REF,2761478.17632,3.7703,732429.296428,14433.6,0.22%,2.37%,-17.53%,Add to Watchlist
724,tracto,"
725
",TRCT,TRCT,2754443.54606,0.102721,26814804.6267,5066.05,6.81%,1.96%,-30.67%,Add to Watchlist
725,breakout,"
726
",BRK,BRK,2753308.22036,0.145299,18949257.8776,10407.3,-0.01%,-5.14%,-22.63%,Add to Watchlist
726,experty,"
727
",EXY,EXY,2741991.35296,0.101224,27088352.0999,9719.75,0.06%,-0.83%,-12.15%,Add to Watchlist
727,masari,"
728
",MSR,MSR,2732323.01571,0.491043,5564325.35585,14368.2,5.87%,-5.09%,-14.18%,Add to Watchlist
728,bonpay,"
729
",BON,BON,2728662.54078,0.241682,11290301.06,49920.1,0.51%,-0.05%,-20.36%,Add to Watchlist
729,bluecoin,"
730
",BLU,BLU,2703438.43766,0.00470422,574683675.01,3361.81,-0.61%,-15.40%,3.15%,Add to Watchlist
730,transcodium,"
731
",TNS,TNS,2697852.70185,0.101441,26595288.9054,3349910.0,0.37%,-2.74%,10.24%,Add to Watchlist
731,autonio,"
732
",NIO,NIO,2694394.30496,0.0398708,67578135.0,31528.7,0.19%,-5.17%,-34.02%,Add to Watchlist
732,digipulse,"
733
",DGPT,DGPT,2657177.75235,1.17428,2262814.45,2202.42,0.02%,-21.89%,-42.36%,Add to Watchlist
733,cannabiscoin,"
734
",CANN,CANN,2627026.15886,0.0340151,77231175.5326,12437.0,-0.24%,-1.28%,-22.69%,Add to Watchlist
734,maverick-chain,"
735
",MVC,MVC,2621801.24815,0.0262178,100000810.448,880313.0,1.75%,0.28%,-17.35%,Add to Watchlist
735,daneel,"
736
",DAN,DAN,2614954.5925,0.0811545,32221929.6836,20907.7,-3.58%,-6.05%,-37.05%,Add to Watchlist
736,zrcoin,"
737
",ZRC,ZRC,2587842.77202,0.679733,"
3,807,146
*
",4139.95,-1.45%,-5.77%,-17.53%,Add to Watchlist
737,hackspace-capital,"
738
",HAC,HAC,2587384.79257,0.00799887,323468789.038,1781.99,0.11%,-10.04%,-33.21%,Add to Watchlist
738,upfiring,"
739
",UFR,UFR,2584274.77089,0.15389,16793000.0058,6736.81,0.21%,-9.55%,-18.05%,Add to Watchlist
739,lampix,"
740
",PIX,PIX,2580293.15575,0.0190678,135322017.0,17692.3,-1.27%,-12.63%,-19.80%,Add to Watchlist
740,sexcoin,"
741
",SXC,SXC,2577479.8928,0.0202857,127058957.433,1452.82,0.05%,-6.39%,-0.59%,Add to Watchlist
741,vezt,"
742
",VZT,VZT,2539636.13707,0.0502933,50496510.2125,4200.04,-0.82%,-7.31%,-12.88%,Add to Watchlist
742,syncfab,"
743
",MFG,MFG,2531614.88002,0.0188871,134039364.435,1602.99,0.03%,-4.21%,-33.92%,Add to Watchlist
743,biblepay,"
744
",BBP,BBP,2471858.54891,0.00355077,696147187.485,2611.49,0.05%,-3.95%,-3.90%,Add to Watchlist
744,vslice,"
745
",VSL,VSL,2445553.31998,0.073241,33390496.0334,1583.29,-5.33%,?,-21.75%,Add to Watchlist
745,creditbit,"
746
",CRB,CRB,2412197.24358,0.14495,16641581.5355,7712.45,-0.88%,-2.58%,-22.43%,Add to Watchlist
746,sociall,"
747
",SCL,SCL,2395085.58985,0.143298,16714019.6643,714.728,0.86%,?,-35.59%,Add to Watchlist
747,1world,"
748
",1WO,1WO,2388631.54972,0.116636,20479367.86,331708.0,3.92%,-5.63%,-43.47%,Add to Watchlist
748,jiyo,"
749
",JIYO,JIYO,2388455.12457,0.0721955,33083157.8778,34457.8,-2.71%,-22.98%,-48.94%,Add to Watchlist
749,stellite,"
750
",XTL,XTL,2374626.98679,0.000796098,2982832499.0,45211.1,0.05%,-1.94%,-37.64%,Add to Watchlist
750,ignition,"
751
",IC,IC,2371870.08938,3.91133,606410.11865,10375.9,0.84%,-0.98%,-4.89%,Add to Watchlist
751,chainium,"
752
",CHX,CHX,2363473.7584,0.0412444,57304113.0045,19924.4,-1.51%,-11.83%,-32.05%,Add to Watchlist
752,hicoin,"
753
",XHI,XHI,2335075.59584,0.000526558,4434602827.87,6313.51,0.53%,19.14%,-25.87%,Add to Watchlist
753,verify,"
754
",CRED,CRED,2275243.50919,0.170957,13308864.2711,12104.6,3.35%,-1.19%,-29.08%,Add to Watchlist
754,campuscoin,"
755
",CMPCO,CMPCO,2272959.47461,0.0055033,413017548.492,14222.4,0.05%,-10.71%,-19.92%,Add to Watchlist
755,aigang,"
756
",AIX,AIX,2267189.89766,0.117342,19321214.0381,47129.1,-0.05%,-3.01%,-31.39%,Add to Watchlist
756,commodity-ad-network,"
757
",CDX,CDX,2266319.79,0.0696258,32550000.0,16456.0,17.77%,-10.40%,-51.29%,Add to Watchlist
757,1337coin,"
758
",1337,1337,2260824.78419,8.63205e-05,26191052927.1,1532.6,-1.94%,-3.31%,-15.74%,Add to Watchlist
758,ethorse,"
759
",HORSE,HORSE,2245790.75296,0.0223316,100565600.0,9375.26,0.01%,-15.41%,-16.81%,Add to Watchlist
759,cryptoping,"
760
",PING,PING,2231099.12038,0.224184,9952089.0,118999.0,-5.33%,-18.95%,-38.51%,Add to Watchlist
760,force,"
761
",FOR,FOR,2228938.60218,0.0180931,123192742.105,2266.93,0.03%,-10.22%,-15.31%,Add to Watchlist
761,evergreencoin,"
762
",EGC,EGC,2173103.76158,0.16313,13321300.5675,711.728,0.05%,-2.84%,-16.57%,Add to Watchlist
762,social-send,"
763
",SEND,SEND,2164202.33549,0.0674737,32074754.0966,2303.35,0.05%,-3.48%,-24.04%,Add to Watchlist
763,gcn-coin,"
764
",GCN,GCN,2125767.34404,1.35837e-05,156493985000.0,6403.8,-0.49%,-14.94%,-30.19%,Add to Watchlist
764,e-gulden,"
765
",EFL,EFL,2122795.35879,0.126323,16804504.0,2260.2,0.11%,-1.11%,-14.99%,Add to Watchlist
765,rupee,"
766
",RUP,RUP,2118258.24921,0.0860666,24611850.0,6231.96,0.24%,0.95%,-1.08%,Add to Watchlist
766,creativecoin,"
767
",CREA,CREA,2109643.2383,0.14491,14558299.8985,11861.9,-0.44%,-6.08%,16.87%,Add to Watchlist
767,uniform-fiscal-object,"
768
",UFO,UFO,2094043.65321,0.00057898,3616780637.0,931.486,-9.50%,-11.45%,-28.18%,Add to Watchlist
768,micromoney,"
769
",AMM,AMM,2052819.81086,0.186867,10985459.2349,102103.0,-1.92%,1.63%,-26.50%,Add to Watchlist
769,straks,"
770
",STAK,STAK,2035165.21569,0.456851,4454768.00027,25819.6,0.27%,-8.26%,-47.20%,Add to Watchlist
770,live-stars,"
771
",LIVE,LIVE,2023819.24127,0.0509489,39722530.639,118484.0,0.67%,11.84%,-28.75%,Add to Watchlist
771,startercoin,"
772
",STAC,STAC,1994092.74906,0.00977462,204007188.931,96904.6,-3.50%,-12.84%,-43.70%,Add to Watchlist
772,indorse-token,"
773
",IND,IND,1968561.02718,0.0533278,36914349.1233,149168.0,0.03%,-4.92%,-17.44%,Add to Watchlist
773,russiacoin,"
774
",RC,RC,1967535.08276,0.234849,8377872.94287,706.93,0.05%,-14.46%,-45.11%,Add to Watchlist
774,signals-network,"
775
",SGN,SGN,1961542.82644,0.0242727,80812716.6091,200511.0,3.49%,-3.23%,-6.76%,Add to Watchlist
775,huntercoin,"
776
",HUC,HUC,1943590.20725,0.0850377,22855630.0,7883.26,-0.88%,-5.22%,-31.68%,Add to Watchlist
776,xgox,"
777
",XGOX,XGOX,1933534.37706,0.000876971,2204787133.28,8611.56,6.47%,-0.73%,-33.17%,Add to Watchlist
777,ace,"
778
",ACE,ACE,1912764.16352,0.207047,9238309.0,192376.0,0.05%,-3.85%,-26.79%,Add to Watchlist
778,teslacoin,"
779
",TES,TES,1909983.33001,0.0253304,75402809.6679,723.698,0.05%,-1.81%,-22.21%,Add to Watchlist
779,pylon-network,"
780
",PYLNT,PYLNT,1908527.24775,5.37887,354819.366846,44720.9,-1.78%,-9.26%,-31.89%,Add to Watchlist
